url,brand,title,price,Аккумуляторная батарея__Ёмкость батареи (доступная),Аккумуляторная батарея__Время быстрой зарядки,Аккумуляторная батарея__Время зарядки,Аккумуляторная батарея__Емкость батареи,Аккумуляторная батарея__Запас хода на электричестве,Аккумуляторная батарея__Количество циклов зарядки,Аккумуляторная батарея__Максимальная мощность зарядки,Аккумуляторная батарея__Описание быстрой зарядки,Аккумуляторная батарея__Температурный режим батареи,Аккумуляторная батарея__Тип батареи,Аккумуляторная батарея__Тип разъема для зарядки,Владение__Владельцы,Владение__Во владении,Владение__Гарантия,Владение__Год выпуска,Владение__Госномер,Владение__Налог,Владение__Обмен,Владение__ПТС,Владение__Пробег,Владение__Продажа с НДС,Владение__Состояние,Владение__Таможня,Двигатель__ГРМ,Двигатель__Диаметр цилиндра и ход поршня,Двигатель__Код двигателя,Двигатель__Количество цилиндров,Двигатель__Максимальная мощность,Двигатель__Максимальный крутящий момент,Двигатель__Методика расчета расхода,Двигатель__Объем двигателя,Двигатель__Расположение двигателя,Двигатель__Расположение цилиндров,Двигатель__Система питания двигателя,Двигатель__Степень сжатия,Двигатель__Тип двигателя,Двигатель__Тип наддува,Двигатель__Число клапанов на цилиндр,Общая информация__Класс автомобиля,Общая информация__Количество дверей,Общая информация__Количество мест,Общая информация__Расположение руля,Общая информация__Страна марки,Объём и масса__Объем багажника мин/макс,Объём и масса__Объём топливного бака,Объём и масса__Полная масса,Объём и масса__Снаряженная масса,Подвеска и тормоза__Задние тормоза,Подвеска и тормоза__Передние тормоза,Подвеска и тормоза__Тип задней подвески,Подвеска и тормоза__Тип передней подвески,Размеры__Высота,Размеры__Длина,Размеры__Клиренс,Размеры__Колёсная база,Размеры__Размер колёс,Размеры__Размеры дисков,Размеры__Сверловка,Размеры__Ширина,Размеры__Ширина задней колеи,Размеры__Ширина передней колеи,Трансмиссия__Количество передач,Трансмиссия__Коробка передач,Трансмиссия__Тип привода,Эксплуатационные показатели__Выбросы CO2,Эксплуатационные показатели__Максимальная скорость,Эксплуатационные показатели__Марка топлива,Эксплуатационные показатели__Разгон до 100 км/ч,Эксплуатационные показатели__Расход,"Эксплуатационные показатели__Расход топлива, город/трасса/смешанный",Эксплуатационные показатели__Экологический класс
https://auto.ru/cars/used/sale/zeekr/001/1130343365-7dc9b98d/,Zeekr,"Zeekr 001 100 kWh I Рестайлинг 1, 2024",7 500 000,,15 мин,,100.0 кВт⋅ч,705 км,,,10-80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,4 месяца,,2024,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,15 км,,Не требует ремонта,Растаможен,,,,,789 л.с. (580 кВт),810 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,2930 кг,2470 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1545 мм,4977 мм,158 мм,3005 мм,"255/45 R21, 255/55 R19, 265/40 R22",,,1999 мм,1716 мм,1703 мм,1,Автомат,Полный,,240 км/ч,,3.3 с,15.6 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1131428272-32f81331/,Zeekr,"Zeekr 001 100 kWh (CCS2) I, 2023",4 868 000,,,,100.0 кВт⋅ч,580 км,,"22.0, 200.0 кВт",,,Литий-ионная (Li-ion),CCS Combo 2,2 владельца,,До февраля 2028,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,12 983 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),686 Н⋅м,WLTP,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2290 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1560 мм,4970 мм,174 мм,3005 мм,265/40 R22,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,,,
https://auto.ru/cars/used/sale/zeekr/001/1131529452-25005871/,Zeekr,"Zeekr 001 100 kWh I, 2023",4 900 000,,30 мин,,100.0 кВт⋅ч,656 км,,,От 10 до 80% DC,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2023,******|977,0 ₽ в год,,Оригинал/Электронный,40 060 км,Возможен налоговый вычет для юридических лиц,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),768 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2350 кг,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1560 мм,4970 мм,117-205 мм,3005 мм,255/45 R21,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,17.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/bmw/ix/1131566344-ca36680c/,BMW,"BMW iX xDrive40 I (I20), 2022",5 900 000,71.0 кВт⋅ч,31 мин,,76.6 кВт⋅ч,425 км,,"7.4, 11.0, 150.0 кВт",10-80% от 150 кВт,,Литий-ионная (Li-ion),CCS Combo 2,2 владельца,,,2022,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,74 855 км,,Не требует ремонта,Растаможен,,,,,326 л.с. (240 кВт),630 Н⋅м,WLTP,,,,,,Электро,,,E,5,5,Левый,Германия,500/1750 л,,3010 кг,2365 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1695 мм,4953 мм,202 мм,3000 мм,235/60 R20,,,1967 мм,1709 мм,1679 мм,1,Автомат,Полный,,200 км/ч,,6.1 с,22.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/x/1131599041-abfc6659/,Zeekr,"Zeekr X I, 2023",3 499 000,,30 мин,,66.0 кВт⋅ч,512 км,,,10-80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2023,,0 ₽ в год,,Оригинал/Электронный,7 589 км,,Не требует ремонта,Растаможен,,,,,428 л.с. (315 кВт),543 Н⋅м,CLTC,,,,,,Электро,,,C,5,"4, 5",Левый,Китай,362/1182 л,,2340 кг,1945 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1572 мм,4450 мм,170 мм,2750 мм,235/50 R19,,,1836 мм,1593 мм,1588 мм,1,Автомат,Полный,,190 км/ч,,3.7 с,14.4 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1131010010-e28b0054/,Zeekr,"Zeekr 001 100 kWh I, 2023",4 995 000,,30 мин,,100.0 кВт⋅ч,656 км,,,От 10 до 80% DC,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",2 владельца,,,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,22 133 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),768 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2350 кг,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1560 мм,4970 мм,117-205 мм,3005 мм,255/45 R21,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,17.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1129340359-5ef1175f/,Zeekr,"Zeekr 001 100 kWh I Рестайлинг 1, 2024",5 600 000,,15 мин,,100.0 кВт⋅ч,705 км,,,10-80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,1 год и 8 месяцев,,2024,******|550,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,45 000 км,,Не требует ремонта,Растаможен,,,,,789 л.с. (580 кВт),810 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,2930 кг,2470 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1545 мм,4977 мм,158 мм,3005 мм,"255/45 R21, 255/55 R19, 265/40 R22",,,1999 мм,1716 мм,1703 мм,1,Автомат,Полный,,240 км/ч,,3.3 с,15.6 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/faw/bestune_nat/1131551859-a81e67be/,FAW,"FAW Bestune NAT 55 kWh, 2023",1 685 000,,30 мин,,55.0 кВт⋅ч,419 км,,,До 80%,,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2023,,0 ₽ в год,,Оригинал/Электронный,75 км,,Не требует ремонта,Растаможен,,,,,163 л.с. (120 кВт),155 Н⋅м,CLTC,,,,,,Электро,,,M,5,5,Левый,Китай,336 л,,2075 кг,1700 кг,Дисковые,Дисковые вентилируемые,"Полунезависимая, пружинная","Независимая, пружинная",1680 мм,4450 мм,,2850 мм,215/55 R17,,,1840 мм,,,1,Автомат,Передний,,140 км/ч,,,13.2 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/evolute/i_sky/1131356943-d935ab50/,Evolute,"Evolute i-SKY, 2023",2 398 000,,45 мин,,85.9 кВт⋅ч,511 км,,,30%-80%,,Литий-никель-марганец-кобальт-оксидная (Li-NMC),"CCS Combo 2, GB/T AC",2 владельца,,,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,11 629 км,,Не требует ремонта,Растаможен,,,,,204 л.с. (150 кВт),340 Н⋅м,WLTP,,,,,,Электро,,,C,5,5,Левый,Россия,480 л,,2345 кг,2025 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1680 мм,4565 мм,175 мм,2715 мм,235/55 R19,,,1860 мм,,,1,Автомат,Передний,,180 км/ч,,8.6 с,,,
https://auto.ru/cars/used/sale/zeekr/009/1131262891-49f0633b/,Zeekr,"Zeekr 009 116 kWh I, 2023",6 749 999,,28 мин,,116.0 кВт⋅ч,702 км,,,Быстрая зарядка (10-80%),,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,40 410 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),686 Н⋅м,CLTC,,,,,,Электро,,,M,5,"6, 4",Левый,Китай,2979 л,,,,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1856 мм,5209 мм,,3205 мм,255/50 R19,,,2024 мм,,,,Автомат,Полный,,,,4.5 с,18.3 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1131428274-7c844c5c/,Zeekr,"Zeekr 001 100 kWh I, 2023",4 568 000,,30 мин,,100.0 кВт⋅ч,656 км,,,От 10 до 80% DC,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",2 владельца,,До февраля 2028,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,19 300 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),768 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2350 кг,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1560 мм,4970 мм,117-205 мм,3005 мм,255/45 R21,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,17.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/7x/1131450044-c11e87a6/,Zeekr,"Zeekr 7X 100 kWh I, 2024",6 450 000,,15 мин,,100.0 кВт⋅ч,705 км,,,с 10 до 80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2024,,0 ₽ в год,,Оригинал/Электронный,13 390 км,,Не требует ремонта,Растаможен,,,,,646 л.с. (475 кВт),710 Н⋅м,NEDC,,,,,,Электро,,,D,5,5,Левый,Китай,,,2910 кг,2475 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1656 мм,4825 мм,178 мм,2925 мм,"255/50 R19, 265/45 R20",,,1930 мм,1654 мм,1649 мм,1,Автомат,Полный,,210 км/ч,,3.8 с,,,
https://auto.ru/cars/used/sale/avatr/12/1127378213-fc6b25e4/,Avatr,"Avatr 12, 2024",6 300 000,,20 мин,,94.5 кВт⋅ч,650 км,,"11.0, 240.0 кВт",30-80% за 20 минут (240kW),,Литий-ионная (Li-ion),"GB/T AC, GB/T DC, CCS Combo 2",1 владелец,,,2024,******|35,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,11 200 км,,Не требует ремонта,Растаможен,,,,,578 л.с. (425 кВт),650 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,65/490 л,,2700 кг,2325 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1460 мм,5020 мм,,3020 мм,"265/40 R21, 265/45 R20",,,1999 мм,1702 мм,1688 мм,1,Автомат,Полный,,220 км/ч,,3.9 с,16.0 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/honda/e_ns1/1131228818-f3d4ad04/,Honda,"Honda e:NS1, 2023",2 207 000,,40 мин,,53.6 кВт⋅ч,420 км,,,30%-80% постоянным током,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2023,******|977,0 ₽ в год,,Оригинал/Электронный,28 000 км,,Не требует ремонта,Растаможен,,,,,182 л.с. (134 кВт),310 Н⋅м,,,,,,,Электро,,,B,5,5,Левый,Япония,,,,1647 кг,Дисковые,Дисковые вентилируемые,"Полунезависимая, пружинная","Независимая, пружинная",1560 мм,4390 мм,140 мм,2610 мм,"215/60 R17, 225/50 R18",,,1790 мм,1550 мм,1545 мм,1,Автомат,Передний,,150 км/ч,,,,,
https://auto.ru/cars/used/sale/xiaomi/yu7/1130076000-bd05227f/,Xiaomi,"Xiaomi YU7, 2025",8 750 000,,12 мин,,101.7 кВт⋅ч,760 км,,,10-80%,,Литий-никель-марганец-кобальт-оксидная (Li-NMC),"GB/T AC, GB/T DC",1 владелец,,,2025,,0 ₽ в год,,Оригинал/Электронный,50 км,,Не требует ремонта,Растаможен,,,,,690 л.с. (508 кВт),866 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,1970 л,,2875 кг,2425 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1600 мм,4999 мм,,3000 мм,245/55 R19,,,1996 мм,1700 мм,1694 мм,1,Автомат,Полный,,253 км/ч,,3.23 с,14.6 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/hongqi/e_hs9/1131577518-14978aac/,Hongqi,"Hongqi E-HS9 99 kWh, 2023",4 560 000,,48 мин,,99.0 кВт⋅ч,510 км,,,,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,20 122 км,Возможен налоговый вычет для юридических лиц,Не требует ремонта,Растаможен,,,,,551 л.с. (405 кВт),750 Н⋅м,NEDC,,,,,,Электро,,,F,5,"4, 6, 7",Левый,Китай,,,,2610 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1713 мм,5209 мм,175 мм,3110 мм,265/45 R21,9x21 ET35,,2010 мм,,,1,Автомат,Полный,,200 км/ч,,4.8 с,18.1 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/009/1131598322-5df1226e/,Zeekr,"Zeekr 009 140 kWh I, 2023",7 449 000,,30 мин,,140.0 кВт⋅ч,822 км,,,Быстрая зарядка (10-80%),,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,До марта 2028,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,45 500 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),686 Н⋅м,CLTC,,,,,,Электро,,,M,5,"6, 4",Левый,Китай,2979 л,,,,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1856 мм,5209 мм,,3205 мм,255/50 R19,,,2024 мм,,,,Автомат,Полный,,,,4.5 с,18.9 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/x/1131609912-55955ea3/,Zeekr,"Zeekr X I, 2023",3 759 000,,30 мин,,66.0 кВт⋅ч,512 км,,,10-80%,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,До марта 2028,2023,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,26 871 км,,Не требует ремонта,Растаможен,,,,,428 л.с. (315 кВт),543 Н⋅м,CLTC,,,,,,Электро,,,C,5,"4, 5",Левый,Китай,362/1182 л,,2340 кг,1945 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1572 мм,4450 мм,170 мм,2750 мм,235/50 R19,,,1836 мм,1593 мм,1588 мм,1,Автомат,Полный,,190 км/ч,,3.7 с,14.4 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/avatr/11/1130596005-5a915c06/,Avatr,"Avatr 11 116 kWh I, 2025",6 900 000,,45 мин,,116.0 кВт⋅ч,700 км,,"11.0, 240.0 кВт",0-80% при мощности 240кВт,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2025,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,9 124 км,,Не требует ремонта,Растаможен,,,,,578 л.с. (425 кВт),650 Н⋅м,CLTC,,,,,,Электро,,,D,4,"4, 5",Левый,Китай,,,,2365 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1601 мм,4880 мм,,2975 мм,265/40 R22,,,1970 мм,,,1,Автомат,Полный,,200 км/ч,,4.5 с,18.35 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/007/1131410287-79d5ec82/,Zeekr,"Zeekr 007 770, 2024",3 800 000,,15 мин,14.29 ч,100.01 кВт⋅ч,770 км,,,Быстрая зарядка (20-90%),,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",2 владельца,,,2024,******|250,0 ₽ в год,,Оригинал/Электронный,32 000 км,,Не требует ремонта,Растаможен,,,,,646 л.с. (475 кВт),710 Н⋅м,CLTC,,,,,,Электро,,,D,4,5,Левый,Китай,462 л,,2665 кг,2290 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1450 мм,4865 мм,141 мм,2928 мм,245/45 R19,,,1900 мм,1650 мм,1635 мм,1,Автомат,Полный,,210 км/ч,,3.5 с,14.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1131576655-32914a17/,Zeekr,"Zeekr 001 100 kWh I, 2023",4 339 000,,30 мин,,100.0 кВт⋅ч,656 км,,,От 10 до 80% DC,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",2 владельца,,,2023,,0 ₽ в год,,Оригинал/Электронный,53 000 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),768 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2350 кг,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1560 мм,4970 мм,117-205 мм,3005 мм,255/45 R21,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,17.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/honda/e_ns1/1129218966-db44536a/,Honda,"Honda e:NS1, 2024",2 420 000,,40 мин,,53.6 кВт⋅ч,420 км,,,30%-80% постоянным током,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,7 месяцев,До мая 2026,2024,,0 ₽ в год,,Оригинал/Электронный,9 000 км,,Не требует ремонта,Растаможен,,,,,182 л.с. (134 кВт),310 Н⋅м,,,,,,,Электро,,,B,5,5,Левый,Япония,,,,1647 кг,Дисковые,Дисковые вентилируемые,"Полунезависимая, пружинная","Независимая, пружинная",1560 мм,4390 мм,140 мм,2610 мм,"215/60 R17, 225/50 R18",,,1790 мм,1550 мм,1545 мм,1,Автомат,Передний,,150 км/ч,,,,,
https://auto.ru/cars/used/sale/mercedes/eqs_amg/1129314179-bccd5f08/,Mercedes-Benz,"Mercedes-Benz EQS AMG 53 4MATIC+ Dynamic Plus 108 kWh, 2022",10 590 000,107.8 кВт⋅ч,31 мин,,118.0 кВт⋅ч,526 км,,"22.0, 200.0 кВт",10% - 80% от 110 кВт,,Литий-ионная (Li-ion),CCS Combo 2,1 владелец,,,2022,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,19 736 км,,Не требует ремонта,Растаможен,,,,,762 л.с. (560 кВт),1020 Н⋅м,WLTP,,,,,,Электро,,,F,5,5,Левый,Германия,610/1770 л,,,2655 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пневмоэлемент",1520 мм,5223 мм,,3200 мм,235/55 R19,"8.5x20 ET33, 8x19 ET30.5, 8x19 ET34, 9.5x21 ET41.5, 9.5x22 ET41.5",DIA66.6 5x112 мм,1926 мм,1682 мм,1667 мм,1,Автомат,Полный,,250 км/ч,,3.4 с,24.3 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1128824922-25a20de5/,Zeekr,"Zeekr 001 86 kWh I, 2023",4 100 000,,,,86.0 кВт⋅ч,536 км,,,,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,,,2023,******|797,0 ₽ в год,,Оригинал/Электронный,44 000 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),768 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2290 кг,Дисковые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1560 мм,4970 мм,174 мм,3005 мм,255/55 R19,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,17.3 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/geely/geometry_e/1131248628-ec31966d/,Geely,"Geely Geometry E 39.4 kWh, 2022",1 700 000,,30 мин,,39.4 кВт⋅ч,401 км,,,от 30% до 80% за 30 мин,,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",3 владельца,11 месяцев,,2022,******|250,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,39 000 км,,Не требует ремонта,Растаможен,,,,,82 л.с. (60 кВт),130 Н⋅м,CLTC,,,,,,Электро,,,B,5,5,Левый,Китай,295 л,,,1348 кг,Дисковые,Дисковые,"Полунезависимая, пружинная","Независимая, пружинная",1550 мм,4006 мм,165 мм,2485 мм,205/60 R16,,,1765 мм,,,1,Автомат,Передний,,102 км/ч,,,11.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/faw/bestune_nat/1131219839-a5e04e64/,FAW,"FAW Bestune NAT 55 kWh, 2023",1 690 000,,30 мин,,55.0 кВт⋅ч,419 км,,,До 80%,,Литий-железо-фосфатная (LFP),"GB/T AC, GB/T DC",1 владелец,,,2023,,0 ₽ в год,,Оригинал/Электронный,159 км,,Не требует ремонта,Растаможен,,,,,163 л.с. (120 кВт),155 Н⋅м,CLTC,,,,,,Электро,,,M,5,5,Левый,Китай,336 л,,2075 кг,1700 кг,Дисковые,Дисковые вентилируемые,"Полунезависимая, пружинная","Независимая, пружинная",1680 мм,4450 мм,,2850 мм,215/55 R17,,,1840 мм,,,1,Автомат,Передний,,140 км/ч,,,13.2 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/evolute/i_joy/1131324782-1aa112c7/,Evolute,"Evolute i-JOY I, 2025",1 800 000,,30 мин,,53.0 кВт⋅ч,407 км,,,30-80% при мощности >90 кВт,,Литий-железо-фосфатная (LFP),"CCS Combo 2, GB/T DC, Type 2",1 владелец,,,2025,******|777,0 ₽ в год,,Оригинал/Электронный,12 500 км,,Не требует ремонта,Растаможен,,,,,163 л.с. (120 кВт),195 Н⋅м,,,,,,,Электро,,,B,5,5,Левый,Россия,535/1225 л,,2065 кг,1765 кг,Дисковые,Дисковые,"Полунезависимая, пружинная","Независимая, пружинная",1650 мм,4385 мм,180 мм,2655 мм,225/55 R18,,,1850 мм,,,1,Автомат,Передний,,155 км/ч,,8.9 с,13.09 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/hongqi/e_hs9/1131187994-1bd36bbc/,Hongqi,"Hongqi E-HS9 99 kWh, 2021",4 110 000,,48 мин,,99.0 кВт⋅ч,510 км,,,,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",2 владельца,,,2021,,0 ₽ в год,,Оригинал/Электронный,4 376 км,,Не требует ремонта,Растаможен,,,,,551 л.с. (405 кВт),750 Н⋅м,NEDC,,,,,,Электро,,,F,5,"4, 6, 7",Левый,Китай,,,,2610 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1713 мм,5209 мм,175 мм,3110 мм,265/45 R21,9x21 ET35,,2010 мм,,,1,Автомат,Полный,,200 км/ч,,4.8 с,18.1 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/007/1131228235-be02e7db/,Zeekr,"Zeekr 007 770, 2024",5 990 000,,15 мин,14.29 ч,100.01 кВт⋅ч,770 км,,,Быстрая зарядка (20-90%),,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,3 месяца,,2024,,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,10 км,,Не требует ремонта,Растаможен,,,,,646 л.с. (475 кВт),710 Н⋅м,CLTC,,,,,,Электро,,,D,4,5,Левый,Китай,462 л,,2665 кг,2290 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1450 мм,4865 мм,141 мм,2928 мм,245/45 R19,,,1900 мм,1650 мм,1635 мм,1,Автомат,Полный,,210 км/ч,,3.5 с,14.5 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/zeekr/001/1131613345-69499810/,Zeekr,"Zeekr 001 100 kWh I, 2023",4 300 000,,30 мин,,100.0 кВт⋅ч,656 км,,,От 10 до 80% DC,,Литий-ионная (Li-ion),"GB/T AC, GB/T DC",1 владелец,2 года и 1 месяц,,2023,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,41 000 км,,Не требует ремонта,Растаможен,,,,,544 л.с. (400 кВт),768 Н⋅м,CLTC,,,,,,Электро,,,E,5,5,Левый,Китай,539/2144 л,,,2350 кг,Дисковые,Дисковые вентилируемые,"Независимая, пневмоэлемент","Независимая, пружинная",1560 мм,4970 мм,117-205 мм,3005 мм,255/45 R21,,,1999 мм,,,1,Автомат,Полный,,200 км/ч,,3.8 с,17.8 кВт⋅ч/100 км,,
https://auto.ru/cars/used/sale/mercedes/eqe_suv/1128834812-b57795d0/,Mercedes-Benz,"Mercedes-Benz EQE SUV 350, 2023",7 450 000,,32 мин,,90.6 кВт⋅ч,558 км,,"11.0, 170.0 кВт",10-80%,,Литий-ионная (Li-ion),CCS Combo 2,1 владелец,1 год и 5 месяцев,,2023,******|797,0 ₽ в год,Рассмотрю варианты,Оригинал/Электронный,20 000 км,,Не требует ремонта,Растаможен,,,,,292 л.с. (215 кВт),765 Н⋅м,WLTP,,,,,,Электро,,,E,5,5,Левый,Германия,520/1675 л,,3095 кг,2580 кг,Дисковые вентилируемые,Дисковые вентилируемые,"Независимая, пружинная","Независимая, пружинная",1685 мм,4863 мм,,3030 мм,"235/55 R19, 255/45 R20, 265/35 R22, 265/40 R21","8.5x20 ET33, 8x19 ET30.5, 8x19 ET34, 9.5x21 ET41.5, 9.5x22 ET41.5",DIA66.6 5x112 мм,1940 мм,,,1,Автомат,Полный,0 г/км,210 км/ч,,6.6 с,21.9 кВт⋅ч/100 км,,
